s,p,o
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122220694&passdocnumber=null&allbin=1036156&scancode=SC140401039
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:34.398Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122220694&passdocnumber=null&allbin=1036156&scancode=SC140401039
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122220694SC140401039,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2014-12-17T09:48:30.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY/CERTIFICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121540181&passdocnumber=null&allbin=1082908&scancode=SC120626014
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:31:39.846Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121540181&passdocnumber=null&allbin=1082908&scancode=SC120626014
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121540181SC120626014,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2013-04-03T13:31:47.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,PLAN / WORK APPROVAL APPLICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:25:18.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:25:18.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121284172&passdocnumber=null&allbin=1036156&scancode=ES341460580
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:26.964Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121284172&passdocnumber=null&allbin=1036156&scancode=ES341460580
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2021-01-31T12:48:53.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121284172ES341460580,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasAmendment,No
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,WORK PERMIT APPLICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW2
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:51.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=123678145&passdocnumber=null&allbin=1036156&scancode=ESHS3262339
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:50.001Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=123678145&passdocnumber=null&allbin=1036156&scancode=ESHS3262339
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156123678145ESHS3262339,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2019-04-16T02:29:21.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,PLAN / WORK APPROVAL APPLICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:45.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:45.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121338739&passdocnumber=null&allbin=1036156&scancode=SC140281442
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:23.494Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121338739&passdocnumber=null&allbin=1036156&scancode=SC140281442
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2013-02-21T15:24:23.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121338739SC140281442,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasAmendment,Yes
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY/CERTIFICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121541518&passdocnumber=null&allbin=1082908&scancode=SC140800799
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:31:37.099Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121541518&passdocnumber=null&allbin=1082908&scancode=SC140800799
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908121541518SC140800799,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2013-11-27T12:11:41.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,WORK PERMIT APPLICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW2
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:25:07.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:25:07.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121868915&passdocnumber=null&allbin=1036156&scancode=SC130430040
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:33.593Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=121868915&passdocnumber=null&allbin=1036156&scancode=SC130430040
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156121868915SC130430040,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2014-01-29T15:05:36.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY/CERTIFICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T10:51:09.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T10:51:09.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122913507&passdocnumber=null&allbin=1089806&scancode=ESHS6532528
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:05.995Z
